RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,ObjectId
B8-087590,2018/09/18 00:00:00+00,1656,MANATT at LEWIS,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,6451
B8-087600,2018/09/18 00:00:00+00,1735,S 16 at PINE LAKE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6452
B8-091366,2018/09/29 00:00:00+00,1148,ROSA PARKS WAY at S 9,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6453
B8-090952,2018/09/28 00:00:00+00,1035,"S 10,K to L",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6454
B8-090256,2018/09/26 00:00:00+00,1211,"NORMAL,S 46 to S 47",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,NO,NO,6455
B8-089666,2018/09/24 00:00:00+00,1626,2525 PINE LAKE at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,6456
B8-088219,2018/09/20 00:00:00+00,1354,"S 40,LAKE to NORMAL",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,6457
B8-091373,2018/09/29 00:00:00+00,1213,"S 70,OLD POST to SOUTH",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6458
B8-087604,2018/09/18 00:00:00+00,9999,200 N 66 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,6459
B8-087605,2018/09/18 00:00:00+00,9999,I 180 at SUPERIOR,NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,6460
B8-088844,2018/09/22 00:00:00+00,845,S 9 at L,INJURY,RIGHT ANGLE,22,3,NO,NO,NO,NO,NO,NO,NO,6461
B8-087610,2018/09/18 00:00:00+00,9999,", to",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,6462
B8-087626,2018/09/18 00:00:00+00,184,4635 VINE at -,INJURY,,1,1,NO,NO,NO,NO,NO,NO,NO,6463
B8-088846,2018/09/22 00:00:00+00,914,S 40 at CALVERT,INJURY,REAR END,2,3,NO,NO,NO,NO,NO,YES,NO,6464
B8-087630,2018/09/17 00:00:00+00,9999,5201 NW 12 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6465
B8-088226,2018/09/20 00:00:00+00,1344,NEBR HWY at ARAPAHOE,NON-INJ,RIGHT ANGLE,3,0,NO,NO,NO,NO,NO,NO,NO,6466
B8-088852,2018/09/20 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,6467
B8-091384,2018/09/29 00:00:00+00,1245,"N 70,AYLESWORTH to FRANCIS",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,6468
B8-087636,2018/09/18 00:00:00+00,1902,"I 180,CORNHUSKER to SUPERIOR",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,6469
B8-089678,2018/09/24 00:00:00+00,1645,"S 48,NEWTON to SOUTH",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6470
B8-088855,2018/09/22 00:00:00+00,1025,"S 27,M to N",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6471
B8-088236,2018/09/20 00:00:00+00,9999,"N 26,T to U",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6472
B8-090293,2018/09/26 00:00:00+00,1349,"N 27,FOLKWAYS to KENSINGTON",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6473
B8-091397,2018/09/29 00:00:00+00,1245,"N 14,KNOX to NELSON",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,6474
B8-087672,2018/09/18 00:00:00+00,2134,"N 48,DUDLEY to HOLDREGE",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,6475
B8-089691,2018/09/24 00:00:00+00,1722,S 48 at A,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6476
B8-088900,2018/09/22 00:00:00+00,1305,S 9 at M,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6477
B8-088253,2018/09/20 00:00:00+00,1508,52 at O,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,6478
B8-090298,2018/09/20 00:00:00+00,856,"S 22,J to K",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6479
B8-091402,2018/09/29 00:00:00+00,1300,ST PAUL at N 40,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6480
B8-087736,2018/09/19 00:00:00+00,628,"MADISON,DELHAY to N 65",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,6481
B8-089692,2018/09/24 00:00:00+00,1727,S ANTELOPE VALL at L,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6482
B8-088945,2018/09/22 00:00:00+00,1535,"YANKEE HILL,HOLLYNN LN to S 27",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6483
B8-088260,2018/09/20 00:00:00+00,1529,"YANKEE HILL,EXECUTIVE WOODS to WILDERNESS RIDGE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6484
B8-090302,2018/09/26 00:00:00+00,1425,"S 27,L to M",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,6485
B8-091410,2018/09/29 00:00:00+00,1350,"S 70,L to S WEDGEWOOD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6486
B8-087750,2018/09/19 00:00:00+00,740,W GARFIELD at S CODDINGTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6487
B8-089699,2018/09/24 00:00:00+00,1745,"S 27,NEBR HWY to PICCADILLY",NON-INJ,UNKNOWN,2,0,NO,NO,NO,NO,NO,NO,NO,6488
B8-088950,2018/09/22 00:00:00+00,1550,"N 70,GARLAND to LEIGHTON",INJURY,PARKED,2,1,NO,NO,NO,NO,NO,YES,NO,6489
B8-088262,2018/09/20 00:00:00+00,1534,S 70 at L,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6490
B8-090306,2018/09/26 00:00:00+00,1501,"A,S 77 to SYCAMORE",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6491
B8-091437,2018/09/29 00:00:00+00,1527,2310 N 1 at -,NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,6492
B8-087752,2018/09/19 00:00:00+00,750,"OLD CHENEY,S 16 to S 18",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6493
B8-089706,2018/09/24 00:00:00+00,1745,"N 62,AYLESWORTH to GLENDALE",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,YES,NO,6494
B8-088951,2018/09/21 00:00:00+00,2231,1601 N 84 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,6495
B8-088265,2018/09/20 00:00:00+00,1538,"S 10,L to M",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,6496
B8-090312,2018/09/26 00:00:00+00,1507,"FREMONT,N 52 to SOMERSET",INJURY,REAR END,4,1,NO,NO,NO,NO,NO,NO,NO,6497
B8-091459,2018/09/29 00:00:00+00,1605,"O,46 to 48",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6498
B8-087757,2018/09/18 00:00:00+00,1700,"FLETCHER,TELLURIDE DR to N 27",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,6499
B8-087761,2018/09/19 00:00:00+00,815,NW 12 at W CORNHUSKER,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6500
B8-087764,2018/09/19 00:00:00+00,830,"N 33,APPLE to X",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6501
B8-087786,2018/09/19 00:00:00+00,950,S 70 at S WEDGEWOOD,INJURY H&R,DRIVEWAY,2,1,NO,NO,NO,NO,NO,YES,NO,6502
B8-087798,2018/09/19 00:00:00+00,1040,"HOLDREGE,IDYLWILD to N 37",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6503
B8-087810,2018/09/19 00:00:00+00,1121,"S 10,M to N",INJURY,REAR END,3,3,NO,NO,NO,NO,NO,YES,NO,6504
B8-087821,2018/09/19 00:00:00+00,1155,N 9 at Q,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,6505
B8-087822,2018/09/19 00:00:00+00,1155,"S 56,NEBR HWY to SHADY CREEK",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,6506
B8-087823,2018/09/19 00:00:00+00,1155,"N ANTELOPE VALL,SALT CREEK RDWY to N 17",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,6507
B8-087841,2018/09/19 00:00:00+00,1205,N 27 at SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6508
B8-087847,2018/09/19 00:00:00+00,1255,"HUNTINGTON,N 51 to N 52",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6509
B8-087857,2018/09/19 00:00:00+00,1320,S 20 at NEBR HWY,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,6510
B8-087874,2018/09/19 00:00:00+00,1440,"HOLDREGE,N 55 to N 56",NON-INJ H&R,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,6511
B8-087901,2018/09/19 00:00:00+00,1540,"O,42 to 44",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6512
B8-087907,2018/09/19 00:00:00+00,1617,S 13 at SOUTH,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,6513
B8-087914,2018/09/19 00:00:00+00,1640,S 70 at NORMAL,INJURY,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,6514
B8-087916,2018/09/19 00:00:00+00,1642,S 58 at OLD CHENEY,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,6515
B8-087918,2018/09/19 00:00:00+00,1628,ADAMS at N 35,NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,YES,NO,6516
B8-087927,2018/09/19 00:00:00+00,1701,"N 84,LEXINGTON to LEIGHTON",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6517
B8-087939,2018/09/19 00:00:00+00,1721,N 14 at KNOX,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6518
B8-087942,2018/09/19 00:00:00+00,1730,"FLETCHER,N 60 to N 63",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,6519
B8-087952,2018/09/19 00:00:00+00,1714,300 S 17 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6520
B8-087961,2018/09/19 00:00:00+00,1830,"S 27,M to N",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6521
B8-087970,2018/09/19 00:00:00+00,1800,"N 24,SUPERIOR to TIMOTHY CT",NON-INJ H&R,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,6522
B8-088063,2018/09/19 00:00:00+00,2210,"3217 FLETCHER,PARKING LOT to NORTHBROOK APTS",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,6523
B8-088109,2018/09/20 00:00:00+00,740,"NEBR HWY,OLD CHENEY to APPLES WAY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6524
B8-088112,2018/09/20 00:00:00+00,804,"L,S 13 to S 14",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,6525
B8-088114,2018/09/20 00:00:00+00,816,VAVRINA BLVD at S 16,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,6526
B8-088117,2018/09/20 00:00:00+00,825,N 42 at HOLDREGE,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6527
B8-088129,2018/09/20 00:00:00+00,912,"S 13,BURNHAM to NEBR HWY",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,6528
B8-088152,2018/09/20 00:00:00+00,1019,S 34 at PINE LAKE,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,6529
B8-088168,2018/09/20 00:00:00+00,1105,N 48 at VINE,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,6530
B8-088171,2018/09/20 00:00:00+00,1110,N 41 at CLEVELAND,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,6531
B8-088176,2018/09/20 00:00:00+00,1130,"SKYWAY,O to STEINWAY",NON-INJ H&R,RIGHT ANGLE,2,0,NO,YES,NO,NO,NO,NO,NO,6532
B8-088180,2018/09/19 00:00:00+00,1100,526 S 25 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6533
B8-088186,2018/09/20 00:00:00+00,1220,3130 O at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6534
B8-088188,2018/09/20 00:00:00+00,1220,332 CENTENNIAL at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,6535
B8-088193,2018/09/14 00:00:00+00,9999,"1000 S 70,EAST HIGH to PARKING LOT",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6536
B8-088203,2018/09/21 00:00:00+00,1240,"N 33,BALDWIN to HUNTINGTON",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,YES,NO,6537
B8-089720,2018/09/24 00:00:00+00,1841,16 at O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,6538
B8-091465,2018/09/29 00:00:00+00,1625,S FOLSOM at W E,NON-INJ,RIGHT ANGLE,3,0,NO,NO,NO,NO,NO,NO,NO,6539
B8-088955,2018/09/22 00:00:00+00,1610,27 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6540
B8-090960,2018/09/28 00:00:00+00,1050,"N 48,LEIGHTON to WALKER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6541
B8-089730,2018/09/24 00:00:00+00,1905,"SOUTH,NORMAL to S 40",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6542
B8-088958,2018/09/22 00:00:00+00,1612,"S 70,A to SUMNER",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,6543
B8-090963,2018/09/27 00:00:00+00,1445,850 Q at -,NON-INJ,,1,0,NO,NO,NO,NO,NO,YES,NO,6544
B8-091472,2018/09/29 00:00:00+00,1639,"N 33,VINE to W",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6545
B8-090974,2018/09/28 00:00:00+00,9999,NW 27 at HWY 34,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,6546
B8-089747,2018/09/24 00:00:00+00,1940,"SOUTH,BRADFIELD to S 27",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6547
B8-089004,2018/09/22 00:00:00+00,1831,"N 31,FAIR to POTTER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6548
B8-088276,2018/09/20 00:00:00+00,1545,"O,56 to PIAZZA",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6549
B8-090320,2018/09/26 00:00:00+00,1542,"S 11,H to LINCOLN MALL",NON-INJ H&R,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6550
B8-089765,2018/09/24 00:00:00+00,9999,"N 84,HOLDREGE to LEXINGTON",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,6551
B8-091473,2018/09/29 00:00:00+00,1646,N 44 at SUPERIOR,INJURY,RIGHT ANGLE,3,1,NO,NO,NO,NO,NO,NO,NO,6552
B8-090978,2018/09/27 00:00:00+00,9999,"BALDWIN,N 44 to N 45",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6553
B8-090325,2018/09/26 00:00:00+00,1548,"OLD CHENEY,VANDERVOORT DR to NEBR HWY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6554
B8-088280,2018/09/24 00:00:00+00,1546,"N 9,ADAMS to NELSON",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6555
B8-089840,2018/09/25 00:00:00+00,455,"O,14 to CENTENNIAL MALL",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,6556
B8-091496,2018/09/29 00:00:00+00,1759,"S 9,L to M",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6557
B8-089051,2018/09/22 00:00:00+00,2059,"N 17,Q to R",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6558
B8-090980,2018/09/28 00:00:00+00,1013,540 N 46 at BIG RED STORAGE,NON-INJ,,1,0,NO,NO,NO,NO,NO,YES,NO,6559
B8-090354,2018/09/26 00:00:00+00,1705,S 25 at N,INJURY,TURNING,1,1,NO,YES,NO,NO,NO,YES,NO,6560
B8-088288,2018/09/20 00:00:00+00,1609,"N ANTELOPE VALL,O to P",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6561
B8-089852,2018/09/25 00:00:00+00,720,TOUZALIN at ADAMS,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,NO,NO,6562
B8-091509,2018/09/29 00:00:00+00,1857,"S 17,M to N",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6563
B8-089135,2018/09/23 00:00:00+00,112,"I 80,W CORNHUSKER to I 80",FATAL,RAN OFF ROAD,1,2,NO,NO,NO,NO,NO,NO,NO,6564
B8-090990,2018/09/28 00:00:00+00,1220,"S 27,NEBR HWY to WOODS BLVD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6565
B8-091008,2018/09/28 00:00:00+00,9999,"WASHINGTON,S 13 to S 14",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6566
B8-091018,2018/09/28 00:00:00+00,200,"SPRUCE,S 54 to S 56",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6567
B8-091024,2018/09/28 00:00:00+00,1451,"N 25,DODGE to NORTHLINE CT",NON-INJ,HEAD ON,2,0,NO,NO,NO,NO,NO,NO,NO,6568
B8-091028,2018/09/28 00:00:00+00,1435,2229 J at LINCOLN HIGH,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6569
B8-091029,2018/09/28 00:00:00+00,1501,"R,N 17 to N 18",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,6570
B8-091046,2018/09/28 00:00:00+00,1543,"VINE,N 25 to N 25",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6571
B8-091049,2018/09/28 00:00:00+00,1549,"N 70,FAIRFAX to HOLDREGE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6572
B8-091052,2018/09/28 00:00:00+00,1555,"NEBR HWY,S 40 to S 48",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,6573
B8-091074,2018/09/28 00:00:00+00,1651,"CORNHUSKER,N 84 to CITY LIMITS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6574
B8-091075,2018/09/28 00:00:00+00,1651,W VAN DORN at HOMESTEAD EXP,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,6575
B8-091079,2018/09/28 00:00:00+00,1700,"CORNHUSKER,N 27 to STATE FAIR PARK",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,6576
B8-091082,2018/09/28 00:00:00+00,9999,2229 J ST at LINCOLN HIGH,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6577
B8-091083,2018/09/28 00:00:00+00,110,O at COTNER,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,6578
B8-091084,2018/09/28 00:00:00+00,1701,N 27 at VINE,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,6579
B8-091087,2018/09/28 00:00:00+00,1715,"W A,S CODDINGTON to SW 22",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6580
B8-091088,2018/09/28 00:00:00+00,9999,"C,S 12 to S 13",NON-INJ H&R,PARKED,3,0,NO,NO,NO,NO,NO,NO,NO,6581
B8-091095,2018/09/28 00:00:00+00,1722,N 24 at S,INJURY,OTHER,1,1,NO,NO,NO,NO,NO,NO,NO,6582
B8-091110,2018/09/28 00:00:00+00,9999,501 W A at PARKING LOT,NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,6583
B8-091115,2018/09/28 00:00:00+00,1813,N 14 at CORNHUSKER,INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,6584
B8-091116,2018/09/28 00:00:00+00,1820,"OLD CHENEY,S 56 to S 58",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,YES,NO,6585
B8-091127,2018/09/28 00:00:00+00,1910,"Q,N 18 to N ANTELOPE VALL",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6586
B8-091136,2018/09/28 00:00:00+00,1930,N 12 at CLAREMONT,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6587
B8-091141,2018/09/28 00:00:00+00,1940,"N 38,DUDLEY to HOLDREGE",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6588
B8-091159,2018/09/28 00:00:00+00,2012,N 1 at CORNHUSKER,NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6589
B8-091173,2018/09/28 00:00:00+00,2055,"A,S 26 to S 27",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6590
B8-091183,2018/09/28 00:00:00+00,2113,N ANTELOPE VALL at P,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,6591
B8-091185,2018/09/28 00:00:00+00,2125,S 37 at PIONEERS,INJURY,RIGHT ANGLE,2,3,NO,NO,NO,NO,NO,YES,NO,6592
B8-091189,2018/09/28 00:00:00+00,2111,"STEINWAY,INDIAN to SKYWAY",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6593
B8-091249,2018/09/29 00:00:00+00,110,"N,S 40 to S 42",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6594
B8-091298,2018/09/29 00:00:00+00,530,N 10 at P,NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6595
B8-091299,2018/09/29 00:00:00+00,555,S 14 at OLD CHENEY,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,YES,NO,6596
B8-091310,2018/09/29 00:00:00+00,750,6900 O at PARKING LOT,NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,6597
B8-091327,2018/09/27 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6598
B8-091328,2018/09/29 00:00:00+00,0,"M,S 10 to S 11",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,6599
B8-091329,2018/09/29 00:00:00+00,927,S 19 at A,INJURY,RAN OFF ROAD,1,2,NO,NO,NO,NO,NO,NO,NO,6600
B8-091330,2018/09/29 00:00:00+00,230,"NW 16,W Q to W S",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,6601
B8-091341,2018/09/29 00:00:00+00,1008,"MEADOW DALE,LANCASTER to ORCHARD",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,6602
B8-091348,2018/09/29 00:00:00+00,1110,"S 27,BRADFIELD to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6603
B8-091349,2018/09/29 00:00:00+00,1104,S 40 at RANDOLPH,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,6604
B8-091351,2018/09/29 00:00:00+00,1106,S 13 at H,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6605
B8-091362,2018/09/29 00:00:00+00,1141,"S 17,CALVERT to NEMAHA",INJURY,RAN OFF ROAD,1,1,NO,NO,NO,NO,NO,NO,NO,6606
B8-091363,2018/09/29 00:00:00+00,1142,"W CORNHUSKER,N 1 to NW 4",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6607
B8-091365,2018/09/29 00:00:00+00,1145,"W CORNHUSKER,N 1 to NW 4",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,6608
B8-089854,2018/09/25 00:00:00+00,730,"NEBR HWY,S 27 to PIONEERS",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,6609
B8-091516,2018/09/29 00:00:00+00,1928,S 27 at YANKEE HILL,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,6610
B8-089176,2018/09/23 00:00:00+00,245,2109 NEBR HWY at PARKING LOT,NON-INJ,,1,0,NO,NO,NO,NO,NO,NO,NO,6611
B8-089197,2018/09/22 00:00:00+00,9999,UNKNOWN at -,NON-INJ H&R,UNKNOWN,1,0,NO,NO,NO,NO,NO,YES,NO,6612
B8-089219,2018/09/23 00:00:00+00,855,N 57 at VINE,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,6613
B8-089228,2018/09/23 00:00:00+00,9999,"S HAZELWOOD,COACHMANS to COACHMANS",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,6614
B8-089257,2018/09/23 00:00:00+00,9999,", to",NON-INJ,UNKNOWN,1,0,NO,NO,NO,NO,NO,NO,NO,6615
B8-091518,2018/09/29 00:00:00+00,1930,"MORTON,N 12 to N 13",NON-INJ,SIDE SWIPE,4,0,NO,NO,NO,NO,NO,YES,NO,6616
B8-089867,2018/09/25 00:00:00+00,900,THOMPSON CREEK at KENTWELL LN,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,6617
B8-089871,2018/09/25 00:00:00+00,905,"O,50 to 52",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,6618
B8-088292,2018/09/20 00:00:00+00,9999,8201 S 40 at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,6619
B8-091524,2018/09/29 00:00:00+00,1940,"N ANTELOPE VALL,P to Q",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,6620
B8-089926,2018/09/25 00:00:00+00,1327,"N,S 10 to S 11",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,6621
B8-088297,2018/09/20 00:00:00+00,1623,"WARLICK,HOMESTEAD EXP to CREEKSIDE",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,6622
B8-089270,2018/09/23 00:00:00+00,1315,S 10 at HILL ST,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,6623
